year,state,congressional_district,party,candidatevotes,totalvotes,state_district
1976,Alabama,1,REPUBLICAN,98257,157170,alabama_1
1976,Alabama,2,REPUBLICAN,90069,156362,alabama_2
1976,Alabama,3,DEMOCRAT,106935,108048,alabama_3
1976,Alabama,4,DEMOCRAT,141490,176022,alabama_4
1976,Alabama,5,DEMOCRAT,113553,113560,alabama_5
1976,Alabama,6,REPUBLICAN,92113,162518,alabama_6
1976,Alabama,7,DEMOCRAT,110496,110501,alabama_7
1976,Alaska,0,REPUBLICAN,83722,118208,alaska_0
1976,Arizona,1,REPUBLICAN,96397,168119,arizona_1
1976,Arizona,2,DEMOCRAT,106054,182128,arizona_2
1976,Arizona,3,DEMOCRAT,88854,187165,arizona_3
1976,Arizona,4,REPUBLICAN,93154,191590,arizona_4
1976,Arkansas,1,DEMOCRAT,116217,168782,arkansas_1
1976,Arkansas,2,DEMOCRAT,144780,167607,arkansas_2
1976,California,1,DEMOCRAT,160477,217016,california_1
1976,California,2,REPUBLICAN,121290,216563,california_2
1976,California,3,DEMOCRAT,139779,191854,california_3
1976,California,4,DEMOCRAT,75844,151037,california_4
1976,California,5,DEMOCRAT,103746,167754,california_5
1976,California,6,DEMOCRAT,86493,130916,california_6
1976,California,7,DEMOCRAT,147064,196816,california_7
1976,California,8,DEMOCRAT,122342,196954,california_8
1976,California,9,DEMOCRAT,116398,164391,california_9
1976,California,10,DEMOCRAT,111992,155443,california_10
1976,California,11,DEMOCRAT,107618,176194,california_11
1976,California,12,REPUBLICAN,130332,196857,california_12
1976,California,13,DEMOCRAT,135291,202611,california_13
1976,California,14,DEMOCRAT,123285,169959,california_14
1976,California,15,DEMOCRAT,92735,128435,california_15
1976,California,16,DEMOCRAT,104545,195705,california_16
1976,California,17,DEMOCRAT,103898,158168,california_17
1976,California,18,REPUBLICAN,101658,158341,california_18
1976,California,19,REPUBLICAN,124201,192923,california_19
1976,California,20,REPUBLICAN,146158,217351,california_20
1976,California,21,DEMOCRAT,101837,153109,california_21
1976,California,22,REPUBLICAN,114769,183312,california_22
1976,California,23,DEMOCRAT,130619,217053,california_23
1976,California,24,DEMOCRAT,108296,159774,california_24
1976,California,25,DEMOCRAT,57966,80625,california_25
1976,California,26,REPUBLICAN,112619,171712,california_26
1976,California,27,REPUBLICAN,114623,209611,california_27
1976,California,28,DEMOCRAT,114612,142915,california_28
1976,California,29,DEMOCRAT,82515,96602,california_29
1976,California,30,DEMOCRAT,82767,111270,california_30
1976,California,31,DEMOCRAT,83155,83155,california_31
1976,California,32,DEMOCRAT,92034,127428,california_32
1976,California,33,REPUBLICAN,95398,173205,california_33
1976,California,34,DEMOCRAT,100988,199135,california_34
1976,California,35,DEMOCRAT,87472,164237,california_35
1976,California,36,DEMOCRAT,90830,147556,california_36
1976,California,37,REPUBLICAN,133634,188007,california_37
1976,California,38,DEMOCRAT,103317,162409,california_38
1976,California,39,REPUBLICAN,122657,209402,california_39
1976,California,40,REPUBLICAN,148512,250644,california_40
1976,California,41,REPUBLICAN,128784,223374,california_41
1976,California,42,DEMOCRAT,103062,135627,california_42
1976,California,43,REPUBLICAN,173576,267051,california_43
1976,Colorado,1,DEMOCRAT,103037,193610,colorado_1
1976,Colorado,2,DEMOCRAT,121340,240278,colorado_2
1976,Colorado,3,DEMOCRAT,89302,175232,colorado_3
1976,Colorado,4,REPUBLICAN,119458,221018,colorado_4
1976,Colorado,5,REPUBLICAN,126784,190851,colorado_5
1976,Connecticut,1,DEMOCRAT,128479,225076,connecticut_1
1976,Connecticut,2,DEMOCRAT,142684,219308,connecticut_2
1976,Connecticut,3,DEMOCRAT,121623,222643,connecticut_3
1976,Connecticut,4,REPUBLICAN,126314,207058,connecticut_4
1976,Connecticut,5,REPUBLICAN,157009,236087,connecticut_5
1976,Connecticut,6,DEMOCRAT,134914,238300,connecticut_6
1976,Delaware,0,REPUBLICAN,110636,215085,delaware_0
1976,Florida,5,REPUBLICAN,138371,234631,florida_5
1976,Florida,6,REPUBLICAN,151371,232218,florida_6
1976,Florida,7,DEMOCRAT,102739,156338,florida_7
1976,Florida,8,DEMOCRAT,103360,178154,florida_8
1976,Florida,9,REPUBLICAN,130509,167139,florida_9
1976,Florida,10,REPUBLICAN,164273,247686,florida_10
1976,Florida,11,DEMOCRAT,199031,218437,florida_11
1976,Florida,12,REPUBLICAN,107268,199076,florida_12
1976,Florida,13,DEMOCRAT,127822,163179,florida_13
1976,Florida,14,DEMOCRAT,82665,113439,florida_14
1976,Florida,15,DEMOCRAT,121292,172233,florida_15
1976,Georgia,1,DEMOCRAT,73826,73888,georgia_1
1976,Georgia,2,DEMOCRAT,95807,96026,georgia_2
1976,Georgia,3,DEMOCRAT,93174,105004,georgia_3
1976,Georgia,4,DEMOCRAT,110261,161412,georgia_4
1976,Georgia,5,DEMOCRAT,96056,144063,georgia_5
1976,Georgia,6,DEMOCRAT,77532,149944,georgia_6
1976,Georgia,7,DEMOCRAT,84587,153554,georgia_7
1976,Georgia,8,DEMOCRAT,90559,130186,georgia_8
1976,Georgia,9,DEMOCRAT,113245,143357,georgia_9
1976,Georgia,10,DEMOCRAT,94782,94864,georgia_10
1976,Hawaii,1,DEMOCRAT,60050,137602,hawaii_1
1976,Hawaii,2,DEMOCRAT,124116,156099,hawaii_2
1976,Idaho,1,REPUBLICAN,95833,175495,idaho_1
1976,Idaho,2,REPUBLICAN,84175,166412,idaho_2
1976,Illinois,1,DEMOCRAT,126632,137193,illinois_1
1976,Illinois,2,DEMOCRAT,127297,150335,illinois_2
1976,Illinois,3,DEMOCRAT,115591,196365,illinois_3
1976,Illinois,4,REPUBLICAN,124847,189772,illinois_4
1976,Illinois,5,DEMOCRAT,119336,155092,illinois_5
1976,Illinois,6,REPUBLICAN,106667,176027,illinois_6
1976,Illinois,7,DEMOCRAT,88239,104094,illinois_7
1976,Illinois,8,DEMOCRAT,105595,131107,illinois_8
1976,Illinois,9,DEMOCRAT,121915,168983,illinois_9
1976,Illinois,10,DEMOCRAT,106804,213414,illinois_10
1976,Illinois,11,DEMOCRAT,135755,201440,illinois_11
1976,Illinois,12,REPUBLICAN,151899,208553,illinois_12
1976,Illinois,13,REPUBLICAN,109726,164266,illinois_13
1976,Illinois,14,REPUBLICAN,176076,236588,illinois_14
1976,Illinois,15,REPUBLICAN,102555,190231,illinois_15
1976,Illinois,16,REPUBLICAN,114324,168328,illinois_16
1976,Illinois,17,REPUBLICAN,113145,194365,illinois_17
1976,Illinois,18,REPUBLICAN,108028,187130,illinois_18
1976,Illinois,19,REPUBLICAN,132571,193539,illinois_19
1976,Illinois,20,REPUBLICAN,137223,215857,illinois_20
1976,Illinois,21,REPUBLICAN,137037,184035,illinois_21
1976,Illinois,22,DEMOCRAT,129187,210289,illinois_22
1976,Illinois,23,DEMOCRAT,128113,162938,illinois_23
1976,Illinois,24,DEMOCRAT,152344,226110,illinois_24
1976,Indiana,1,DEMOCRAT,121155,169911,indiana_1
1976,Indiana,2,DEMOCRAT,117617,214845,indiana_2
1976,Indiana,3,DEMOCRAT,101777,178871,indiana_3
1976,Indiana,4,REPUBLICAN,107762,198183,indiana_4
1976,Indiana,5,REPUBLICAN,127194,206001,indiana_5
1976,Indiana,6,DEMOCRAT,105773,192627,indiana_6
1976,Indiana,7,REPUBLICAN,130005,207360,indiana_7
1976,Indiana,8,DEMOCRAT,109013,216026,indiana_8
1976,Indiana,9,DEMOCRAT,136056,136056,indiana_9
1976,Indiana,10,DEMOCRAT,114559,191449,indiana_10
1976,Indiana,11,DEMOCRAT,115895,191859,indiana_11
1976,Iowa,1,REPUBLICAN,109694,211204,iowa_1
1976,Iowa,2,DEMOCRAT,102980,204550,iowa_2
1976,Iowa,3,REPUBLICAN,117957,208938,iowa_3
1976,Iowa,4,DEMOCRAT,145343,210356,iowa_4
1976,Iowa,5,DEMOCRAT,135600,209052,iowa_5
1976,Iowa,6,DEMOCRAT,133507,198002,iowa_6
1976,Kansas,1,REPUBLICAN,142311,194772,kansas_1
1976,Kansas,2,DEMOCRAT,88645,174861,kansas_2
1976,Kansas,3,REPUBLICAN,123578,179865,kansas_3
1976,Kansas,4,DEMOCRAT,90067,179168,kansas_4
1976,Kansas,5,REPUBLICAN,109573,180625,kansas_5
1976,Kentucky,1,DEMOCRAT,118886,144985,kentucky_1
1976,Kentucky,2,DEMOCRAT,79016,130920,kentucky_2
1976,Kentucky,3,DEMOCRAT,80496,140744,kentucky_3
1976,Kentucky,4,REPUBLICAN,97493,174502,kentucky_4
1976,Kentucky,5,REPUBLICAN,100204,150473,kentucky_5
1976,Kentucky,6,DEMOCRAT,90695,96493,kentucky_6
1976,Kentucky,7,DEMOCRAT,110450,150831,kentucky_7
1976,Louisiana,1,DEMOCRAT,61652,130558,louisiana_1
1976,Louisiana,2,DEMOCRAT,85923,92827,louisiana_2
1976,Louisiana,3,REPUBLICAN,109135,148863,louisiana_3
1976,Louisiana,4,DEMOCRAT,76406,76406,louisiana_4
1976,Louisiana,5,DEMOCRAT,83696,159270,louisiana_5
1976,Louisiana,6,REPUBLICAN,99780,152992,louisiana_6
1976,Louisiana,7,DEMOCRAT,117196,140610,louisiana_7
1976,Louisiana,8,DEMOCRAT,106285,112811,louisiana_8
1976,Maine,1,REPUBLICAN,145523,253628,maine_1
1976,Maine,2,REPUBLICAN,169292,219547,maine_2
1976,Maryland,1,REPUBLICAN,85919,158912,maryland_1
1976,Maryland,2,DEMOCRAT,139196,196303,maryland_2
1976,Maryland,3,DEMOCRAT,107014,143461,maryland_3
1976,Maryland,4,REPUBLICAN,95158,165013,maryland_4
1976,Maryland,5,DEMOCRAT,77836,134893,maryland_5
1976,Maryland,6,DEMOCRAT,126801,179004,maryland_6
1976,Maryland,7,DEMOCRAT,94991,100633,maryland_7
1976,Maryland,8,REPUBLICAN,111274,237652,maryland_8
1976,Massachusetts,1,REPUBLICAN,137652,215870,massachusetts_1
1976,Massachusetts,2,DEMOCRAT,134408,185755,massachusetts_2
1976,Massachusetts,3,DEMOCRAT,168520,168568,massachusetts_3
1976,Massachusetts,4,DEMOCRAT,109268,209835,massachusetts_4
1976,Massachusetts,5,DEMOCRAT,144217,214263,massachusetts_5
1976,Massachusetts,6,DEMOCRAT,121562,221813,massachusetts_6
1976,Massachusetts,7,DEMOCRAT,162126,210809,massachusetts_7
1976,Massachusetts,8,DEMOCRAT,133131,178850,massachusetts_8
1976,Massachusetts,9,DEMOCRAT,103901,149371,massachusetts_9
1976,Massachusetts,10,REPUBLICAN,176604,176691,massachusetts_10
1976,Massachusetts,11,DEMOCRAT,131789,191055,massachusetts_11
1976,Massachusetts,12,DEMOCRAT,222418,222504,massachusetts_12
1976,Michigan,1,DEMOCRAT,126161,136582,michigan_1
1976,Michigan,2,REPUBLICAN,95397,191738,michigan_2
1976,Michigan,3,REPUBLICAN,99231,196158,michigan_3
1976,Michigan,4,REPUBLICAN,107881,179737,michigan_4
1976,Michigan,5,REPUBLICAN,109589,205438,michigan_5
1976,Michigan,6,DEMOCRAT,108909,206504,michigan_6
1976,Michigan,7,DEMOCRAT,124260,177582,michigan_7
1976,Michigan,8,DEMOCRAT,110127,186632,michigan_8
1976,Michigan,9,REPUBLICAN,146712,209701,michigan_9
1976,Michigan,10,REPUBLICAN,118726,210184,michigan_10
1976,Michigan,11,REPUBLICAN,118871,217115,michigan_11
1976,Michigan,12,DEMOCRAT,94815,180867,michigan_12
1976,Michigan,13,DEMOCRAT,83387,93687,michigan_13
1976,Michigan,14,DEMOCRAT,107503,161666,michigan_14
1976,Michigan,15,DEMOCRAT,117313,158550,michigan_15
1976,Michigan,16,DEMOCRAT,121682,160344,michigan_16
1976,Michigan,17,DEMOCRAT,112746,175573,michigan_17
1976,Michigan,18,DEMOCRAT,123113,186195,michigan_18
1976,Michigan,19,REPUBLICAN,131799,197645,michigan_19
1976,Minnesota,1,REPUBLICAN,158177,231773,minnesota_1
1976,Minnesota,2,REPUBLICAN,148322,245810,minnesota_2
1976,Minnesota,3,REPUBLICAN,149013,225459,minnesota_3
1976,Minnesota,4,DEMOCRAT,133282,200599,minnesota_4
1976,Minnesota,5,DEMOCRAT,138213,195596,minnesota_5
1976,Minnesota,6,DEMOCRAT,147507,246708,minnesota_6
1976,Minnesota,7,DEMOCRAT,174080,241627,minnesota_7
1976,Minnesota,8,DEMOCRAT,206755,206755,minnesota_8
1976,Mississippi,1,DEMOCRAT,93687,93687,mississippi_1
1976,Mississippi,2,DEMOCRAT,75092,119173,mississippi_2
1976,Mississippi,3,DEMOCRAT,129088,137409,mississippi_3
1976,Mississippi,4,REPUBLICAN,101132,132991,mississippi_4
1976,Mississippi,5,REPUBLICAN,104554,153278,mississippi_5
1976,Missouri,1,DEMOCRAT,87310,133184,missouri_1
1976,Missouri,2,DEMOCRAT,111568,218379,missouri_2
1976,Missouri,3,DEMOCRAT,115109,180732,missouri_3
1976,Missouri,4,DEMOCRAT,115955,207560,missouri_4
1976,Missouri,5,DEMOCRAT,100876,148302,missouri_5
1976,Missouri,6,REPUBLICAN,120969,206661,missouri_6
1976,Missouri,7,REPUBLICAN,133656,215504,missouri_7
1976,Missouri,8,DEMOCRAT,132386,196647,missouri_8
1976,Missouri,9,DEMOCRAT,120325,215141,missouri_9
1976,Missouri,10,DEMOCRAT,131675,182699,missouri_10
1976,Montana,1,DEMOCRAT,111487,167784,montana_1
1976,Montana,2,REPUBLICAN,84149,153121,montana_2
1976,Nebraska,1,REPUBLICAN,146558,200268,nebraska_1
1976,Nebraska,2,DEMOCRAT,106296,194775,nebraska_2
1976,Nebraska,3,REPUBLICAN,150720,206765,nebraska_3
1976,Nevada,0,DEMOCRAT,153996,199863,nevada_0
1976,New Hampshire,1,DEMOCRAT,107806,158242,new hampshire_1
1976,New Hampshire,2,REPUBLICAN,100911,166703,new hampshire_2
1976,New Jersey,1,DEMOCRAT,136624,194898,new jersey_1
1976,New Jersey,2,DEMOCRAT,141753,229668,new jersey_2
1976,New Jersey,3,DEMOCRAT,127164,204739,new jersey_3
1976,New Jersey,4,DEMOCRAT,113281,170868,new jersey_4
1976,New Jersey,5,REPUBLICAN,137803,206106,new jersey_5
1976,New Jersey,6,REPUBLICAN,125920,214304,new jersey_6
1976,New Jersey,7,DEMOCRAT,120526,213150,new jersey_7
1976,New Jersey,8,DEMOCRAT,108841,154196,new jersey_8
1976,New Jersey,9,REPUBLICAN,107454,202344,new jersey_9
1976,New Jersey,10,DEMOCRAT,88245,106775,new jersey_10
1976,New Jersey,11,DEMOCRAT,129026,190808,new jersey_11
1976,New Jersey,12,REPUBLICAN,136973,187282,new jersey_12
1976,New Jersey,13,DEMOCRAT,105291,209051,new jersey_13
1976,New Jersey,14,DEMOCRAT,73174,146768,new jersey_14
1976,New Jersey,15,DEMOCRAT,106170,179836,new jersey_15
1976,New Mexico,1,REPUBLICAN,162587,225546,new mexico_1
1976,New Mexico,2,DEMOCRAT,123563,175694,new mexico_2
1976,New York,1,DEMOCRAT,129779,207468,new york_1
1976,New York,2,DEMOCRAT,90172,159902,new york_2
1976,New York,3,DEMOCRAT,94265,181439,new york_3
1976,New York,4,REPUBLICAN,91304,190029,new york_4
1976,New York,5,REPUBLICAN,98337,198234,new york_5
1976,New York,6,DEMOCRAT,104374,181947,new york_6
1976,New York,7,DEMOCRAT,82107,113373,new york_7
1976,New York,8,DEMOCRAT,98954,137861,new york_8
1976,New York,9,DEMOCRAT,53418,115195,new york_9
1976,New York,10,DEMOCRAT,69019,115962,new york_10
1976,New York,11,DEMOCRAT,84770,114458,new york_11
1976,New York,12,DEMOCRAT,41297,49632,new york_12
1976,New York,13,DEMOCRAT,102662,132224,new york_13
1976,New York,14,DEMOCRAT,51934,65591,new york_14
1976,New York,15,DEMOCRAT,59350,109487,new york_15
1976,New York,16,DEMOCRAT,86992,113418,new york_16
1976,New York,17,DEMOCRAT,89126,135915,new york_17
1976,New York,18,DEMOCRAT,98813,149422,new york_18
1976,New York,19,DEMOCRAT,77849,94481,new york_19
1976,New York,20,DEMOCRAT,82501,110490,new york_20
1976,New York,21,DEMOCRAT,37184,41883,new york_21
1976,New York,22,DEMOCRAT,86381,106592,new york_22
1976,New York,23,REPUBLICAN,78601,173430,new york_23
1976,New York,24,DEMOCRAT,99761,183012,new york_24
1976,New York,25,REPUBLICAN,122958,197605,new york_25
1976,New York,26,REPUBLICAN,120049,183981,new york_26
1976,New York,27,DEMOCRAT,121763,190674,new york_27
1976,New York,28,DEMOCRAT,170034,215162,new york_28
1976,New York,29,REPUBLICAN,96476,214222,new york_29
1976,New York,30,REPUBLICAN,89493,171515,new york_30
1976,New York,31,REPUBLICAN,115464,185175,new york_31
1976,New York,32,DEMOCRAT,101419,185140,new york_32
1976,New York,33,REPUBLICAN,125163,182755,new york_33
1976,New York,34,REPUBLICAN,126566,192196,new york_34
1976,New York,35,REPUBLICAN,120738,187915,new york_35
1976,New York,36,DEMOCRAT,118765,184947,new york_36
1976,New York,37,DEMOCRAT,95604,127951,new york_37
1976,New York,38,REPUBLICAN,151610,212009,new york_38
1976,New York,39,DEMOCRAT,109986,178004,new york_39
1976,North Carolina,1,DEMOCRAT,98611,129956,north carolina_1
1976,North Carolina,2,DEMOCRAT,113368,113368,north carolina_2
1976,North Carolina,3,DEMOCRAT,77193,112282,north carolina_3
1976,North Carolina,4,DEMOCRAT,92165,152082,north carolina_4
1976,North Carolina,5,DEMOCRAT,98789,182164,north carolina_5
1976,North Carolina,6,DEMOCRAT,103851,107811,north carolina_6
1976,North Carolina,7,DEMOCRAT,95463,117418,north carolina_7
1976,North Carolina,8,DEMOCRAT,99296,151081,north carolina_8
1976,North Carolina,9,REPUBLICAN,82297,153788,north carolina_9
1976,North Carolina,10,REPUBLICAN,99882,167072,north carolina_10
1976,North Carolina,11,DEMOCRAT,93857,184405,north carolina_11
1976,North Dakota,0,REPUBLICAN,181018,289881,north dakota_0
1976,Ohio,1,REPUBLICAN,109789,169516,ohio_1
1976,Ohio,2,DEMOCRAT,88178,171637,ohio_2
1976,Ohio,3,REPUBLICAN,100871,145374,ohio_3
1976,Ohio,4,REPUBLICAN,121173,172957,ohio_4
1976,Ohio,5,REPUBLICAN,124910,185214,ohio_5
1976,Ohio,6,REPUBLICAN,107064,174131,ohio_6
1976,Ohio,7,REPUBLICAN,101027,155782,ohio_7
1976,Ohio,8,REPUBLICAN,110775,161357,ohio_8
1976,Ohio,9,DEMOCRAT,91040,167969,ohio_9
1976,Ohio,10,REPUBLICAN,127147,184904,ohio_10
1976,Ohio,11,REPUBLICAN,120716,168264,ohio_11
1976,Ohio,12,REPUBLICAN,90987,195840,ohio_12
1976,Ohio,13,DEMOCRAT,108061,163683,ohio_13
1976,Ohio,14,DEMOCRAT,121652,164188,ohio_14
1976,Ohio,15,REPUBLICAN,109630,167371,ohio_15
1976,Ohio,16,REPUBLICAN,116374,174091,ohio_16
1976,Ohio,17,REPUBLICAN,94874,167042,ohio_17
1976,Ohio,18,DEMOCRAT,116901,185834,ohio_18
1976,Ohio,19,DEMOCRAT,90386,179895,ohio_19
1976,Ohio,20,DEMOCRAT,98785,121976,ohio_20
1976,Ohio,21,DEMOCRAT,91903,109626,ohio_21
1976,Ohio,22,DEMOCRAT,128535,176723,ohio_22
1976,Ohio,23,DEMOCRAT,130576,178380,ohio_23
1976,Oklahoma,1,DEMOCRAT,100945,187044,oklahoma_1
1976,Oklahoma,2,DEMOCRAT,102402,189743,oklahoma_2
1976,Oklahoma,3,DEMOCRAT,151271,184565,oklahoma_3
1976,Oklahoma,4,DEMOCRAT,116425,155357,oklahoma_4
1976,Oklahoma,5,REPUBLICAN,78651,157764,oklahoma_5
1976,Oklahoma,6,DEMOCRAT,137498,193451,oklahoma_6
1976,Oregon,1,DEMOCRAT,154844,264000,oregon_1
1976,Oregon,2,DEMOCRAT,173313,240761,oregon_2
1976,Oregon,3,DEMOCRAT,148503,177051,oregon_3
1976,Oregon,4,DEMOCRAT,122475,244852,oregon_4
1976,Pennsylvania,1,DEMOCRAT,117087,159205,pennsylvania_1
1976,Pennsylvania,2,DEMOCRAT,109855,149369,pennsylvania_2
1976,Pennsylvania,3,DEMOCRAT,98627,134818,pennsylvania_3
1976,Pennsylvania,4,DEMOCRAT,144890,214590,pennsylvania_4
1976,Pennsylvania,5,REPUBLICAN,119682,200981,pennsylvania_5
1976,Pennsylvania,6,DEMOCRAT,133624,180998,pennsylvania_6
1976,Pennsylvania,7,DEMOCRAT,109436,202351,pennsylvania_7
1976,Pennsylvania,8,DEMOCRAT,93855,189623,pennsylvania_8
1976,Pennsylvania,9,REPUBLICAN,154359,154359,pennsylvania_9
1976,Pennsylvania,10,REPUBLICAN,125218,200143,pennsylvania_10
1976,Pennsylvania,11,DEMOCRAT,130175,183796,pennsylvania_11
1976,Pennsylvania,12,DEMOCRAT,122504,180993,pennsylvania_12
1976,Pennsylvania,13,REPUBLICAN,130705,206140,pennsylvania_13
1976,Pennsylvania,14,DEMOCRAT,114472,159644,pennsylvania_14
1976,Pennsylvania,15,DEMOCRAT,108844,166890,pennsylvania_15
1976,Pennsylvania,16,REPUBLICAN,97527,156455,pennsylvania_16
1976,Pennsylvania,17,DEMOCRAT,86158,169864,pennsylvania_17
1976,Pennsylvania,18,DEMOCRAT,113787,191381,pennsylvania_18
1976,Pennsylvania,19,REPUBLICAN,124098,175784,pennsylvania_19
1976,Pennsylvania,20,DEMOCRAT,134961,180055,pennsylvania_20
1976,Pennsylvania,21,DEMOCRAT,99160,166923,pennsylvania_21
1976,Pennsylvania,22,DEMOCRAT,97036,175416,pennsylvania_22
1976,Pennsylvania,23,DEMOCRAT,95821,169462,pennsylvania_23
1976,Pennsylvania,24,REPUBLICAN,101048,182526,pennsylvania_24
1976,Pennsylvania,25,REPUBLICAN,103632,182489,pennsylvania_25
1976,Rhode Island,1,DEMOCRAT,116674,187002,rhode island_1
1976,Rhode Island,2,DEMOCRAT,154453,201912,rhode island_2
1976,South Carolina,1,DEMOCRAT,89891,130503,south carolina_1
1976,South Carolina,2,REPUBLICAN,83426,144995,south carolina_2
1976,South Carolina,3,DEMOCRAT,117740,117855,south carolina_3
1976,South Carolina,4,DEMOCRAT,91721,124765,south carolina_4
1976,South Carolina,5,DEMOCRAT,66073,128510,south carolina_5
1976,South Carolina,6,DEMOCRAT,75916,136896,south carolina_6
1976,South Dakota,1,REPUBLICAN,121587,152402,south dakota_1
1976,South Dakota,2,REPUBLICAN,99601,142569,south dakota_2
1976,Tennessee,1,REPUBLICAN,97781,168734,tennessee_1
1976,Tennessee,2,REPUBLICAN,117256,186707,tennessee_2
1976,Tennessee,3,DEMOCRAT,123872,183569,tennessee_3
1976,Tennessee,4,DEMOCRAT,115392,122723,tennessee_4
1976,Tennessee,5,DEMOCRAT,125830,136151,tennessee_5
1976,Tennessee,6,REPUBLICAN,116905,181375,tennessee_6
1976,Tennessee,7,DEMOCRAT,105684,105699,tennessee_7
1976,Tennessee,8,DEMOCRAT,100683,165954,tennessee_8
1976,Texas,1,DEMOCRAT,135384,161718,texas_1
1976,Texas,2,DEMOCRAT,133910,140902,texas_2
1976,Texas,3,REPUBLICAN,171343,231413,texas_3
1976,Texas,4,DEMOCRAT,105394,168035,texas_4
1976,Texas,5,DEMOCRAT,67871,125768,texas_5
1976,Texas,6,DEMOCRAT,119025,180534,texas_6
1976,Texas,7,REPUBLICAN,193127,193127,texas_7
1976,Texas,8,DEMOCRAT,84404,139163,texas_8
1976,Texas,9,DEMOCRAT,112945,112945,texas_9
1976,Texas,10,DEMOCRAT,160683,209165,texas_10
1976,Texas,11,DEMOCRAT,92142,160515,texas_11
1976,Texas,12,DEMOCRAT,101814,134259,texas_12
1976,Texas,13,DEMOCRAT,101798,171673,texas_13
1976,Texas,14,DEMOCRAT,93589,152377,texas_14
1976,Texas,15,DEMOCRAT,102837,138283,texas_15
1976,Texas,16,DEMOCRAT,71876,124375,texas_16
1976,Texas,17,DEMOCRAT,127613,127613,texas_17
1976,Texas,18,DEMOCRAT,93953,109876,texas_18
1976,Texas,19,DEMOCRAT,87908,160899,texas_19
1976,Texas,20,DEMOCRAT,90173,90173,texas_20
1976,Texas,21,DEMOCRAT,149395,210300,texas_21
1976,Texas,22,DEMOCRAT,96535,192802,texas_22
1976,Texas,23,DEMOCRAT,96481,96481,texas_23
1976,Texas,24,DEMOCRAT,82743,130522,texas_24
1976,Utah,1,DEMOCRAT,155631,267531,utah_1
1976,Utah,2,REPUBLICAN,144861,276300,utah_2
1976,Vermont,0,REPUBLICAN,124458,184783,vermont_0
1976,Virginia,1,REPUBLICAN,71789,147850,virginia_1
1976,Virginia,2,REPUBLICAN,79381,120847,virginia_2
1976,Virginia,3,DEMOCRAT,129066,146788,virginia_3
1976,Virginia,4,REPUBLICAN,74495,140480,virginia_4
1976,Virginia,5,DEMOCRAT,101038,101079,virginia_5
1976,Virginia,6,REPUBLICAN,90830,145976,virginia_6
1976,Virginia,7,REPUBLICAN,115508,141482,virginia_7
1976,Virginia,8,DEMOCRAT,83245,161327,virginia_8
1976,Virginia,9,REPUBLICAN,96052,167504,virginia_9
1976,Virginia,10,DEMOCRAT,103689,189489,virginia_10
1976,Washington,1,REPUBLICAN,161354,224561,washington_1
1976,Washington,2,DEMOCRAT,107328,217858,washington_2
1976,Washington,3,DEMOCRAT,145198,205072,washington_3
1976,Washington,4,DEMOCRAT,115364,199664,washington_4
1976,Washington,5,DEMOCRAT,120415,207571,washington_5
1976,Washington,6,DEMOCRAT,137964,187754,washington_6
1976,Washington,7,DEMOCRAT,133673,183122,washington_7
1976,West Virginia,1,DEMOCRAT,108055,186189,west virginia_1
1976,West Virginia,2,DEMOCRAT,145405,197635,west virginia_2
1976,West Virginia,3,DEMOCRAT,128086,128086,west virginia_3
1976,West Virginia,4,DEMOCRAT,73626,161518,west virginia_4
1976,Wisconsin,1,DEMOCRAT,136162,209807,wisconsin_1
1976,Wisconsin,2,DEMOCRAT,155158,236545,wisconsin_2
1976,Wisconsin,3,DEMOCRAT,139083,239311,wisconsin_3
1976,Wisconsin,4,DEMOCRAT,172166,172243,wisconsin_4
1976,Wisconsin,5,DEMOCRAT,134935,173511,wisconsin_5
1976,Wisconsin,6,REPUBLICAN,139541,220271,wisconsin_6
1976,Wisconsin,7,DEMOCRAT,171366,233937,wisconsin_7
1976,Wisconsin,8,DEMOCRAT,115996,228106,wisconsin_8
1976,Wisconsin,9,REPUBLICAN,163791,248524,wisconsin_9
1976,Wyoming,0,DEMOCRAT,85721,151868,wyoming_0
1978,Alabama,1,REPUBLICAN,71711,112161,alabama_1
1978,Alabama,2,REPUBLICAN,57924,107265,alabama_2
1978,Alabama,3,DEMOCRAT,74895,74897,alabama_3
1978,Alabama,4,DEMOCRAT,87380,87381,alabama_4
1978,Alabama,5,DEMOCRAT,68985,71236,alabama_5
1978,Alabama,6,REPUBLICAN,65700,106471,alabama_6
1978,Alabama,7,DEMOCRAT,77742,82868,alabama_7
1978,Alaska,0,REPUBLICAN,68811,124187,alaska_0
1978,Arizona,1,REPUBLICAN,81108,114286,arizona_1
1978,Arizona,2,DEMOCRAT,67878,129197,arizona_2
1978,Arizona,3,DEMOCRAT,111850,131663,arizona_3
1978,Arizona,4,REPUBLICAN,90768,143836,arizona_4
1978,Arkansas,2,REPUBLICAN,65285,127425,arkansas_2
1978,Arkansas,3,REPUBLICAN,130086,165834,arkansas_3
1978,California,1,DEMOCRAT,125122,210812,california_1
1978,California,2,REPUBLICAN,114451,220260,california_2
1978,California,3,DEMOCRAT,105537,197503,california_3
1978,California,4,DEMOCRAT,87764,158497,california_4
1978,California,5,DEMOCRAT,106046,158649,california_5
1978,California,6,DEMOCRAT,81801,119768,california_6
1978,California,7,DEMOCRAT,109676,172865,california_7
1978,California,8,DEMOCRAT,94824,165305,california_8
