year,state,congressional_district,party,candidatevotes,totalvotes,state_district
2014,Virginia,5,REPUBLICAN,124735,204945,virginia_5
2014,Virginia,6,REPUBLICAN,133898,179708,virginia_6
2014,Virginia,7,REPUBLICAN,148026,243351,virginia_7
2014,Virginia,8,DEMOCRAT,128102,203076,virginia_8
2014,Virginia,9,REPUBLICAN,117465,162815,virginia_9
2014,Virginia,10,REPUBLICAN,125914,222910,virginia_10
2014,Virginia,11,DEMOCRAT,106780,187805,virginia_11
2014,Washington,1,DEMOCRAT,124151,225579,washington_1
2014,Washington,2,DEMOCRAT,122173,201691,washington_2
2014,Washington,3,REPUBLICAN,124796,202814,washington_3
2014,Washington,4,REPUBLICAN,77772,153079,washington_4
2014,Washington,5,REPUBLICAN,135470,223242,washington_5
2014,Washington,6,DEMOCRAT,141265,224290,washington_6
2014,Washington,7,DEMOCRAT,203954,251875,washington_7
2014,Washington,8,REPUBLICAN,125741,198744,washington_8
2014,Washington,9,DEMOCRAT,118132,166794,washington_9
2014,Washington,10,DEMOCRAT,99279,181492,washington_10
2014,West Virginia,1,REPUBLICAN,92491,144737,west virginia_1
2014,West Virginia,2,REPUBLICAN,72619,154250,west virginia_2
2014,West Virginia,3,REPUBLICAN,77713,140401,west virginia_3
2014,Wisconsin,1,REPUBLICAN,182316,288170,wisconsin_1
2014,Wisconsin,2,DEMOCRAT,224920,328847,wisconsin_2
2014,Wisconsin,3,DEMOCRAT,155368,275161,wisconsin_3
2014,Wisconsin,4,DEMOCRAT,179045,254892,wisconsin_4
2014,Wisconsin,5,REPUBLICAN,231160,332826,wisconsin_5
2014,Wisconsin,6,REPUBLICAN,169767,299033,wisconsin_6
2014,Wisconsin,7,REPUBLICAN,169891,286603,wisconsin_7
2014,Wisconsin,8,REPUBLICAN,188553,290048,wisconsin_8
2014,Wyoming,0,REPUBLICAN,113038,171153,wyoming_0
2016,Alabama,1,REPUBLICAN,208083,215893,alabama_1
2016,Alabama,2,REPUBLICAN,134886,276584,alabama_2
2016,Alabama,3,REPUBLICAN,192164,287104,alabama_3
2016,Alabama,4,REPUBLICAN,235925,239444,alabama_4
2016,Alabama,5,REPUBLICAN,205647,308326,alabama_5
2016,Alabama,6,REPUBLICAN,245313,329306,alabama_6
2016,Alabama,7,DEMOCRAT,229330,233028,alabama_7
2016,Alaska,0,REPUBLICAN,155088,308198,alaska_0
2016,Arizona,1,DEMOCRAT,142219,280710,arizona_1
2016,Arizona,2,REPUBLICAN,179806,315679,arizona_2
2016,Arizona,3,DEMOCRAT,148973,151035,arizona_3
2016,Arizona,4,REPUBLICAN,203487,284783,arizona_4
2016,Arizona,5,REPUBLICAN,205184,320124,arizona_5
2016,Arizona,6,REPUBLICAN,201578,324444,arizona_6
2016,Arizona,7,DEMOCRAT,119465,158811,arizona_7
2016,Arizona,8,REPUBLICAN,204942,298971,arizona_8
2016,Arizona,9,DEMOCRAT,169055,277507,arizona_9
2016,Arkansas,1,REPUBLICAN,183866,241047,arkansas_1
2016,Arkansas,2,REPUBLICAN,176472,302464,arkansas_2
2016,Arkansas,3,REPUBLICAN,217192,280907,arkansas_3
2016,Arkansas,4,REPUBLICAN,182885,244159,arkansas_4
2016,California,1,REPUBLICAN,185448,314036,california_1
2016,California,2,DEMOCRAT,254194,330766,california_2
2016,California,3,DEMOCRAT,152513,256966,california_3
2016,California,4,REPUBLICAN,220133,350978,california_4
2016,California,5,DEMOCRAT,224526,292091,california_5
2016,California,6,DEMOCRAT,177565,235413,california_6
2016,California,7,DEMOCRAT,152133,297301,california_7
2016,California,8,REPUBLICAN,136972,220007,california_8
2016,California,9,DEMOCRAT,133163,232155,california_9
2016,California,10,REPUBLICAN,124671,241141,california_10
2016,California,11,DEMOCRAT,214868,298209,california_11
2016,California,12,DEMOCRAT,274035,338845,california_12
2016,California,13,DEMOCRAT,293117,322871,california_13
2016,California,14,DEMOCRAT,231630,286447,california_14
2016,California,15,DEMOCRAT,198578,269197,california_15
2016,California,16,DEMOCRAT,97473,167956,california_16
2016,California,17,DEMOCRAT,142268,233192,california_17
2016,California,18,DEMOCRAT,230460,323930,california_18
2016,California,19,DEMOCRAT,181802,245863,california_19
2016,California,20,DEMOCRAT,180980,255791,california_20
2016,California,21,REPUBLICAN,75126,132408,california_21
2016,California,22,REPUBLICAN,158755,234966,california_22
2016,California,23,REPUBLICAN,167116,241584,california_23
2016,California,24,DEMOCRAT,166034,310814,california_24
2016,California,25,REPUBLICAN,138755,261161,california_25
2016,California,26,DEMOCRAT,169248,280307,california_26
2016,California,27,DEMOCRAT,168977,250632,california_27
2016,California,28,DEMOCRAT,210883,270409,california_28
2016,California,29,DEMOCRAT,128407,171824,california_29
2016,California,30,DEMOCRAT,205279,282604,california_30
2016,California,31,DEMOCRAT,121070,215936,california_31
2016,California,32,DEMOCRAT,114926,186646,california_32
2016,California,33,DEMOCRAT,219397,330219,california_33
2016,California,34,DEMOCRAT,122842,159156,california_34
2016,California,35,DEMOCRAT,124044,171353,california_35
2016,California,36,DEMOCRAT,144348,232617,california_36
2016,California,37,DEMOCRAT,192490,237272,california_37
2016,California,38,DEMOCRAT,163590,232114,california_38
2016,California,39,REPUBLICAN,150777,263456,california_39
2016,California,40,DEMOCRAT,106554,149297,california_40
2016,California,41,DEMOCRAT,128164,197323,california_41
2016,California,42,REPUBLICAN,149547,254236,california_42
2016,California,43,DEMOCRAT,167017,219516,california_43
2016,California,44,DEMOCRAT,93124,178413,california_44
2016,California,45,REPUBLICAN,182618,311849,california_45
2016,California,46,DEMOCRAT,115248,164593,california_46
2016,California,47,DEMOCRAT,154759,242868,california_47
2016,California,48,REPUBLICAN,178701,306416,california_48
2016,California,49,REPUBLICAN,155888,310155,california_49
2016,California,50,REPUBLICAN,179937,283583,california_50
2016,California,51,DEMOCRAT,145162,199524,california_51
2016,California,52,DEMOCRAT,181253,320656,california_52
2016,California,53,DEMOCRAT,198988,296956,california_53
2016,Colorado,1,DEMOCRAT,257254,379036,colorado_1
2016,Colorado,2,DEMOCRAT,260175,457312,colorado_2
2016,Colorado,3,REPUBLICAN,204220,374037,colorado_3
2016,Colorado,4,REPUBLICAN,248230,390633,colorado_4
2016,Colorado,5,REPUBLICAN,225445,361993,colorado_5
2016,Colorado,6,REPUBLICAN,191626,376417,colorado_6
2016,Colorado,7,DEMOCRAT,199758,362010,colorado_7
2016,Connecticut,1,DEMOCRAT,187021,312925,connecticut_1
2016,Connecticut,2,DEMOCRAT,186210,330257,connecticut_2
2016,Connecticut,3,DEMOCRAT,192274,309379,connecticut_3
2016,Connecticut,4,DEMOCRAT,187811,313540,connecticut_4
2016,Connecticut,5,DEMOCRAT,163499,309082,connecticut_5
2016,Delaware,0,DEMOCRAT,233554,420617,delaware_0
2016,Florida,1,REPUBLICAN,255107,369186,florida_1
2016,Florida,2,REPUBLICAN,231163,343362,florida_2
2016,Florida,3,REPUBLICAN,193843,342700,florida_3
2016,Florida,4,REPUBLICAN,287509,409662,florida_4
2016,Florida,5,DEMOCRAT,194549,302874,florida_5
2016,Florida,6,REPUBLICAN,213519,364570,florida_6
2016,Florida,7,DEMOCRAT,182039,353655,florida_7
2016,Florida,8,REPUBLICAN,246483,390561,florida_8
2016,Florida,9,DEMOCRAT,195311,339761,florida_9
2016,Florida,10,DEMOCRAT,198491,305989,florida_10
2016,Florida,11,REPUBLICAN,258016,394719,florida_11
2016,Florida,12,REPUBLICAN,253559,369669,florida_12
2016,Florida,13,DEMOCRAT,184693,355842,florida_13
2016,Florida,14,DEMOCRAT,195789,316877,florida_14
2016,Florida,15,REPUBLICAN,182999,318474,florida_15
2016,Florida,16,REPUBLICAN,230654,385916,florida_16
2016,Florida,17,REPUBLICAN,209348,338675,florida_17
2016,Florida,18,REPUBLICAN,201488,375918,florida_18
2016,Florida,19,REPUBLICAN,239225,363166,florida_19
2016,Florida,20,DEMOCRAT,222914,277560,florida_20
2016,Florida,21,DEMOCRAT,210606,335861,florida_21
2016,Florida,22,DEMOCRAT,199113,337850,florida_22
2016,Florida,23,DEMOCRAT,183225,323120,florida_23
2016,Florida,25,REPUBLICAN,157921,253240,florida_25
2016,Florida,26,REPUBLICAN,148547,280542,florida_26
2016,Florida,27,REPUBLICAN,157917,287677,florida_27
2016,Georgia,1,REPUBLICAN,210243,211112,georgia_1
2016,Georgia,2,DEMOCRAT,148543,242599,georgia_2
2016,Georgia,3,REPUBLICAN,207218,303187,georgia_3
2016,Georgia,4,DEMOCRAT,220146,290739,georgia_4
2016,Georgia,5,DEMOCRAT,253781,300549,georgia_5
2016,Georgia,6,REPUBLICAN,201088,326005,georgia_6
2016,Georgia,7,REPUBLICAN,174081,288301,georgia_7
2016,Georgia,8,REPUBLICAN,173983,257208,georgia_8
2016,Georgia,9,REPUBLICAN,256535,256535,georgia_9
2016,Georgia,10,REPUBLICAN,243725,244821,georgia_10
2016,Georgia,11,REPUBLICAN,217935,323318,georgia_11
2016,Georgia,12,REPUBLICAN,159492,258912,georgia_12
2016,Georgia,13,DEMOCRAT,252833,252833,georgia_13
2016,Georgia,14,REPUBLICAN,216743,216743,georgia_14
2016,Hawaii,1,DEMOCRAT,145417,213531,hawaii_1
2016,Hawaii,2,DEMOCRAT,170848,224133,hawaii_2
2016,Idaho,1,REPUBLICAN,242252,355357,idaho_1
2016,Idaho,2,REPUBLICAN,205292,326237,idaho_2
2016,Illinois,1,DEMOCRAT,234037,315862,illinois_1
2016,Illinois,2,DEMOCRAT,235051,294522,illinois_2
2016,Illinois,3,DEMOCRAT,225320,225411,illinois_3
2016,Illinois,4,DEMOCRAT,171297,171297,illinois_4
2016,Illinois,5,DEMOCRAT,212842,313724,illinois_5
2016,Illinois,6,REPUBLICAN,208555,352146,illinois_6
2016,Illinois,7,DEMOCRAT,250584,297466,illinois_7
2016,Illinois,8,DEMOCRAT,144954,248571,illinois_8
2016,Illinois,9,DEMOCRAT,217306,326948,illinois_9
2016,Illinois,10,DEMOCRAT,150435,285996,illinois_10
2016,Illinois,11,DEMOCRAT,166578,275573,illinois_11
2016,Illinois,12,REPUBLICAN,169976,313002,illinois_12
2016,Illinois,13,REPUBLICAN,187583,314394,illinois_13
2016,Illinois,14,REPUBLICAN,200508,338097,illinois_14
2016,Illinois,15,REPUBLICAN,274554,274554,illinois_15
2016,Illinois,16,REPUBLICAN,259722,259853,illinois_16
2016,Illinois,17,DEMOCRAT,173125,287068,illinois_17
2016,Illinois,18,REPUBLICAN,250506,347283,illinois_18
2016,Indiana,1,DEMOCRAT,207515,254583,indiana_1
2016,Indiana,2,REPUBLICAN,164355,277357,indiana_2
2016,Indiana,3,REPUBLICAN,201396,287247,indiana_3
2016,Indiana,4,REPUBLICAN,193412,299434,indiana_4
2016,Indiana,5,REPUBLICAN,221957,361135,indiana_5
2016,Indiana,6,REPUBLICAN,204920,296385,indiana_6
2016,Indiana,7,DEMOCRAT,158739,264670,indiana_7
2016,Indiana,8,REPUBLICAN,187702,294713,indiana_8
2016,Indiana,9,REPUBLICAN,174791,322843,indiana_9
2016,Iowa,1,REPUBLICAN,206903,384977,iowa_1
2016,Iowa,2,DEMOCRAT,198571,370032,iowa_2
2016,Iowa,3,REPUBLICAN,208598,390287,iowa_3
2016,Iowa,4,REPUBLICAN,226719,370259,iowa_4
2016,Kansas,1,REPUBLICAN,169992,257971,kansas_1
2016,Kansas,2,REPUBLICAN,181228,297401,kansas_2
2016,Kansas,3,REPUBLICAN,176022,343113,kansas_3
2016,Kansas,4,REPUBLICAN,166998,275251,kansas_4
2016,Kentucky,1,REPUBLICAN,216959,299001,kentucky_1
2016,Kentucky,2,REPUBLICAN,251825,251825,kentucky_2
2016,Kentucky,3,DEMOCRAT,212401,334494,kentucky_3
2016,Kentucky,4,REPUBLICAN,233922,327987,kentucky_4
2016,Kentucky,5,REPUBLICAN,221242,221242,kentucky_5
2016,Kentucky,6,REPUBLICAN,202099,330827,kentucky_6
2016,Louisiana,1,REPUBLICAN,243645,326788,louisiana_1
2016,Louisiana,2,DEMOCRAT,198289,284269,louisiana_2
2016,Louisiana,3,REPUBLICAN,77671,282443,louisiana_3
2016,Louisiana,4,REPUBLICAN,87370,268761,louisiana_4
2016,Louisiana,5,REPUBLICAN,208545,255662,louisiana_5
2016,Louisiana,6,REPUBLICAN,207483,331098,louisiana_6
2016,Maine,1,DEMOCRAT,227546,406942,maine_1
2016,Maine,2,REPUBLICAN,192878,364886,maine_2
2016,Maryland,1,REPUBLICAN,242574,362097,maryland_1
2016,Maryland,2,DEMOCRAT,192183,309480,maryland_2
2016,Maryland,3,DEMOCRAT,214640,339675,maryland_3
2016,Maryland,4,DEMOCRAT,237501,320650,maryland_4
2016,Maryland,5,DEMOCRAT,242989,360634,maryland_5
2016,Maryland,6,DEMOCRAT,185770,331973,maryland_6
2016,Maryland,7,DEMOCRAT,238838,318912,maryland_7
2016,Maryland,8,DEMOCRAT,220657,364324,maryland_8
2016,Massachusetts,1,DEMOCRAT,235803,349676,massachusetts_1
2016,Massachusetts,2,DEMOCRAT,275487,363197,massachusetts_2
2016,Massachusetts,3,DEMOCRAT,236713,360124,massachusetts_3
2016,Massachusetts,4,DEMOCRAT,265823,395304,massachusetts_4
2016,Massachusetts,5,DEMOCRAT,285606,385455,massachusetts_5
2016,Massachusetts,6,DEMOCRAT,308923,415749,massachusetts_6
2016,Massachusetts,7,DEMOCRAT,253354,309645,massachusetts_7
2016,Massachusetts,8,DEMOCRAT,271019,396009,massachusetts_8
2016,Massachusetts,9,DEMOCRAT,211790,403642,massachusetts_9
2016,Michigan,1,REPUBLICAN,197777,360271,michigan_1
2016,Michigan,2,REPUBLICAN,212508,339328,michigan_2
2016,Michigan,3,REPUBLICAN,203545,342365,michigan_3
2016,Michigan,4,REPUBLICAN,194572,315751,michigan_4
2016,Michigan,5,DEMOCRAT,195279,319291,michigan_5
2016,Michigan,6,REPUBLICAN,193259,329565,michigan_6
2016,Michigan,7,REPUBLICAN,184321,334807,michigan_7
2016,Michigan,8,REPUBLICAN,205629,366968,michigan_8
2016,Michigan,9,DEMOCRAT,199661,344775,michigan_9
2016,Michigan,10,REPUBLICAN,215132,340983,michigan_10
2016,Michigan,11,REPUBLICAN,200872,379488,michigan_11
2016,Michigan,12,DEMOCRAT,211378,328542,michigan_12
2016,Michigan,13,DEMOCRAT,198771,257797,michigan_13
2016,Michigan,14,DEMOCRAT,244135,310974,michigan_14
2016,Minnesota,1,DEMOCRAT,169071,335873,minnesota_1
2016,Minnesota,2,REPUBLICAN,173970,370515,minnesota_2
2016,Minnesota,3,REPUBLICAN,223075,393457,minnesota_3
2016,Minnesota,4,DEMOCRAT,203299,351945,minnesota_4
2016,Minnesota,5,DEMOCRAT,249957,361875,minnesota_5
2016,Minnesota,6,REPUBLICAN,235385,358930,minnesota_6
2016,Minnesota,7,DEMOCRAT,173572,330823,minnesota_7
2016,Minnesota,8,DEMOCRAT,179097,356971,minnesota_8
2016,Mississippi,1,REPUBLICAN,206455,300423,mississippi_1
2016,Mississippi,2,DEMOCRAT,192343,286626,mississippi_2
2016,Mississippi,3,REPUBLICAN,209490,316445,mississippi_3
2016,Mississippi,4,REPUBLICAN,181323,278779,mississippi_4
2016,Missouri,1,DEMOCRAT,236993,314024,missouri_1
2016,Missouri,2,REPUBLICAN,241954,413296,missouri_2
2016,Missouri,3,REPUBLICAN,249865,368333,missouri_3
2016,Missouri,4,REPUBLICAN,225348,332234,missouri_4
2016,Missouri,5,DEMOCRAT,190766,324270,missouri_5
2016,Missouri,6,REPUBLICAN,238388,350444,missouri_6
2016,Missouri,7,REPUBLICAN,228692,338607,missouri_7
2016,Missouri,8,REPUBLICAN,229792,308871,missouri_8
2016,Nebraska,1,REPUBLICAN,189771,273238,nebraska_1
2016,Nebraska,2,REPUBLICAN,141066,288308,nebraska_2
2016,Nebraska,3,REPUBLICAN,226720,226720,nebraska_3
2016,Nevada,1,DEMOCRAT,116537,188352,nevada_1
2016,Nevada,2,REPUBLICAN,182676,313336,nevada_2
2016,Nevada,3,DEMOCRAT,146869,310963,nevada_3
2016,Nevada,4,DEMOCRAT,128985,265846,nevada_4
2016,New Hampshire,1,DEMOCRAT,162080,365984,new hampshire_1
2016,New Hampshire,2,DEMOCRAT,174371,350509,new hampshire_2
2016,New Jersey,1,DEMOCRAT,183231,305473,new jersey_1
2016,New Jersey,2,REPUBLICAN,176338,297795,new jersey_2
2016,New Jersey,3,REPUBLICAN,194596,328060,new jersey_3
2016,New Jersey,4,REPUBLICAN,211992,332684,new jersey_4
2016,New Jersey,5,DEMOCRAT,172587,337701,new jersey_5
2016,New Jersey,6,DEMOCRAT,167895,263435,new jersey_6
2016,New Jersey,7,REPUBLICAN,185850,343635,new jersey_7
2016,New Jersey,8,DEMOCRAT,134733,174889,new jersey_8
2016,New Jersey,9,DEMOCRAT,162642,233242,new jersey_9
2016,New Jersey,10,DEMOCRAT,190856,222771,new jersey_10
2016,New Jersey,11,REPUBLICAN,194299,334992,new jersey_11
2016,New Jersey,12,DEMOCRAT,181430,288634,new jersey_12
2016,New Mexico,1,DEMOCRAT,181088,277967,new mexico_1
2016,New Mexico,2,REPUBLICAN,143515,228817,new mexico_2
2016,New Mexico,3,DEMOCRAT,170612,273342,new mexico_3
2016,New York,1,REPUBLICAN,158409,341554,new york_1
2016,New York,2,REPUBLICAN,157571,317552,new york_2
2016,New York,3,DEMOCRAT,171775,350966,new york_3
2016,New York,4,DEMOCRAT,181861,343179,new york_4
2016,New York,5,DEMOCRAT,197852,249236,new york_5
2016,New York,6,DEMOCRAT,131463,210378,new york_6
2016,New York,7,DEMOCRAT,165819,206983,new york_7
2016,New York,8,DEMOCRAT,203235,257602,new york_8
2016,New York,9,DEMOCRAT,198886,256853,new york_9
2016,New York,10,DEMOCRAT,180117,266516,new york_10
2016,New York,11,REPUBLICAN,122606,251718,new york_11
2016,New York,12,DEMOCRAT,230153,312289,new york_12
2016,New York,13,DEMOCRAT,207194,255239,new york_13
2016,New York,14,DEMOCRAT,138367,197301,new york_14
2016,New York,15,DEMOCRAT,165688,193703,new york_15
2016,New York,16,DEMOCRAT,198811,287556,new york_16
2016,New York,17,DEMOCRAT,193819,325571,new york_17
2016,New York,18,DEMOCRAT,140951,319123,new york_18
2016,New York,19,REPUBLICAN,135905,326588,new york_19
2016,New York,20,DEMOCRAT,188428,332499,new york_20
2016,New York,21,REPUBLICAN,152597,288611,new york_21
2016,New York,22,REPUBLICAN,113287,296086,new york_22
2016,New York,23,REPUBLICAN,136964,296198,new york_23
2016,New York,24,REPUBLICAN,150330,315429,new york_24
2016,New York,25,DEMOCRAT,168660,336386,new york_25
2016,New York,26,DEMOCRAT,195322,310819,new york_26
2016,New York,27,REPUBLICAN,175509,354426,new york_27
2016,North Carolina,1,DEMOCRAT,240661,350699,north carolina_1
2016,North Carolina,2,REPUBLICAN,221485,390567,north carolina_2
2016,North Carolina,3,REPUBLICAN,217531,323701,north carolina_3
2016,North Carolina,4,DEMOCRAT,279380,409541,north carolina_4
2016,North Carolina,5,REPUBLICAN,207625,355512,north carolina_5
2016,North Carolina,6,REPUBLICAN,207983,351150,north carolina_6
2016,North Carolina,7,REPUBLICAN,211801,347706,north carolina_7
2016,North Carolina,8,REPUBLICAN,189863,323045,north carolina_8
2016,North Carolina,9,REPUBLICAN,193452,332493,north carolina_9
2016,North Carolina,10,REPUBLICAN,220825,349744,north carolina_10
2016,North Carolina,11,REPUBLICAN,230405,359508,north carolina_11
2016,North Carolina,12,DEMOCRAT,234115,349300,north carolina_12
2016,North Carolina,13,REPUBLICAN,199443,355492,north carolina_13
2016,North Dakota,0,REPUBLICAN,233980,338459,north dakota_0
2016,Ohio,1,REPUBLICAN,210014,354788,ohio_1
2016,Ohio,2,REPUBLICAN,221193,340279,ohio_2
2016,Ohio,3,DEMOCRAT,199791,291351,ohio_3
2016,Ohio,4,REPUBLICAN,210227,309208,ohio_4
2016,Ohio,5,REPUBLICAN,244599,344991,ohio_5
2016,Ohio,6,REPUBLICAN,213975,302755,ohio_6
2016,Ohio,7,REPUBLICAN,198221,309553,ohio_7
2016,Ohio,8,REPUBLICAN,223833,325506,ohio_8
2016,Ohio,9,DEMOCRAT,193966,282398,ohio_9
2016,Ohio,10,REPUBLICAN,215724,336602,ohio_10
2016,Ohio,11,DEMOCRAT,242917,302686,ohio_11
2016,Ohio,12,REPUBLICAN,251266,377534,ohio_12
2016,Ohio,13,DEMOCRAT,208610,308004,ohio_13
2016,Ohio,14,REPUBLICAN,219191,350269,ohio_14
2016,Ohio,15,REPUBLICAN,222847,336807,ohio_15
2016,Ohio,16,REPUBLICAN,225794,345624,ohio_16
2016,Oklahoma,2,REPUBLICAN,189839,268870,oklahoma_2
2016,Oklahoma,3,REPUBLICAN,227525,290615,oklahoma_3
2016,Oklahoma,4,REPUBLICAN,204143,293189,oklahoma_4
2016,Oklahoma,5,REPUBLICAN,160184,280570,oklahoma_5
2016,Oregon,1,DEMOCRAT,225391,378095,oregon_1
2016,Oregon,2,REPUBLICAN,272952,380739,oregon_2
2016,Oregon,3,DEMOCRAT,274687,382355,oregon_3
2016,Oregon,4,DEMOCRAT,220628,397568,oregon_4
2016,Oregon,5,DEMOCRAT,199505,373108,oregon_5
2016,Pennsylvania,1,DEMOCRAT,245791,299010,pennsylvania_1
2016,Pennsylvania,2,DEMOCRAT,322514,357645,pennsylvania_2
2016,Pennsylvania,3,REPUBLICAN,244893,244893,pennsylvania_3
2016,Pennsylvania,4,REPUBLICAN,220628,334000,pennsylvania_4
2016,Pennsylvania,5,REPUBLICAN,206761,307843,pennsylvania_5
2016,Pennsylvania,6,REPUBLICAN,207469,362469,pennsylvania_6
2016,Pennsylvania,7,REPUBLICAN,225678,379502,pennsylvania_7
2016,Pennsylvania,8,REPUBLICAN,207263,380818,pennsylvania_8
2016,Pennsylvania,9,REPUBLICAN,186580,294565,pennsylvania_9
2016,Pennsylvania,10,REPUBLICAN,211282,301105,pennsylvania_10
2016,Pennsylvania,11,REPUBLICAN,199421,313221,pennsylvania_11
2016,Pennsylvania,12,REPUBLICAN,221851,359204,pennsylvania_12
2016,Pennsylvania,13,DEMOCRAT,239316,239316,pennsylvania_13
2016,Pennsylvania,14,DEMOCRAT,255293,343292,pennsylvania_14
2016,Pennsylvania,15,REPUBLICAN,190618,326474,pennsylvania_15
2016,Pennsylvania,16,REPUBLICAN,168669,313773,pennsylvania_16
2016,Pennsylvania,17,DEMOCRAT,157734,293164,pennsylvania_17
2016,Pennsylvania,18,REPUBLICAN,293684,293684,pennsylvania_18
2016,Rhode Island,1,DEMOCRAT,130534,202371,rhode island_1
2016,Rhode Island,2,DEMOCRAT,133108,229148,rhode island_2
2016,South Carolina,1,REPUBLICAN,190410,325170,south carolina_1
2016,South Carolina,2,REPUBLICAN,183746,304996,south carolina_2
2016,South Carolina,3,REPUBLICAN,196325,269540,south carolina_3
2016,South Carolina,4,REPUBLICAN,198648,295670,south carolina_4
2016,South Carolina,5,REPUBLICAN,161669,273006,south carolina_5
2016,South Carolina,6,DEMOCRAT,177947,253901,south carolina_6
2016,South Carolina,7,REPUBLICAN,176468,289463,south carolina_7
2016,South Dakota,0,REPUBLICAN,237163,369973,south dakota_0
2016,Tennessee,1,REPUBLICAN,198293,253025,tennessee_1
2016,Tennessee,2,REPUBLICAN,212455,280856,tennessee_2
2016,Tennessee,3,REPUBLICAN,176613,266006,tennessee_3
2016,Tennessee,4,REPUBLICAN,165796,254937,tennessee_4
2016,Tennessee,5,DEMOCRAT,171111,273544,tennessee_5
2016,Tennessee,6,REPUBLICAN,202234,284490,tennessee_6
2016,Tennessee,7,REPUBLICAN,200407,277513,tennessee_7
2016,Tennessee,8,REPUBLICAN,194386,282733,tennessee_8
2016,Tennessee,9,DEMOCRAT,171631,217957,tennessee_9
2016,Texas,1,REPUBLICAN,192434,260409,texas_1
2016,Texas,2,REPUBLICAN,168692,278236,texas_2
2016,Texas,3,REPUBLICAN,193684,316467,texas_3
2016,Texas,4,REPUBLICAN,216643,246220,texas_4
2016,Texas,5,REPUBLICAN,155469,192875,texas_5
2016,Texas,6,REPUBLICAN,159444,273296,texas_6
2016,Texas,7,REPUBLICAN,143542,255533,texas_7
2016,Texas,8,REPUBLICAN,236379,236379,texas_8
2016,Texas,9,DEMOCRAT,152032,188523,texas_9
2016,Texas,10,REPUBLICAN,179221,312600,texas_10
2016,Texas,11,REPUBLICAN,201871,225548,texas_11
2016,Texas,12,REPUBLICAN,196482,283115,texas_12
2016,Texas,13,REPUBLICAN,199050,221242,texas_13
2016,Texas,14,REPUBLICAN,160631,259685,texas_14
2016,Texas,15,DEMOCRAT,101712,177479,texas_15
2016,Texas,16,DEMOCRAT,150228,175229,texas_16
2016,Texas,17,REPUBLICAN,149417,245728,texas_17
2016,Texas,18,DEMOCRAT,150157,204308,texas_18
2016,Texas,19,REPUBLICAN,176314,203475,texas_19
2016,Texas,20,DEMOCRAT,149640,187669,texas_20
2016,Texas,21,REPUBLICAN,202967,356031,texas_21
2016,Texas,22,REPUBLICAN,181864,305543,texas_22
2016,Texas,23,REPUBLICAN,110577,228965,texas_23
2016,Texas,24,REPUBLICAN,154845,275635,texas_24
2016,Texas,25,REPUBLICAN,180988,310196,texas_25
2016,Texas,26,REPUBLICAN,211730,319080,texas_26
2016,Texas,27,REPUBLICAN,142251,230580,texas_27
2016,Texas,28,DEMOCRAT,122086,184442,texas_28
2016,Texas,29,DEMOCRAT,95649,131982,texas_29
2016,Texas,30,DEMOCRAT,170502,218826,texas_30
2016,Texas,31,REPUBLICAN,166060,284588,texas_31
2016,Texas,32,REPUBLICAN,162868,229171,texas_32
2016,Texas,33,DEMOCRAT,93147,126369,texas_33
2016,Texas,34,DEMOCRAT,104638,166961,texas_34
2016,Texas,35,DEMOCRAT,124612,197576,texas_35
2016,Texas,36,REPUBLICAN,193675,218565,texas_36
2016,Utah,1,REPUBLICAN,182925,277451,utah_1
2016,Utah,2,REPUBLICAN,170524,276819,utah_2
2016,Utah,3,REPUBLICAN,209589,285305,utah_3
2016,Utah,4,REPUBLICAN,147597,274569,utah_4
2016,Vermont,0,DEMOCRAT,264414,320467,vermont_0
2016,Virginia,1,REPUBLICAN,230213,384601,virginia_1
2016,Virginia,2,REPUBLICAN,190475,310567,virginia_2
2016,Virginia,3,DEMOCRAT,208337,312340,virginia_3
2016,Virginia,4,DEMOCRAT,200136,346656,virginia_4
2016,Virginia,5,REPUBLICAN,207758,356756,virginia_5
2016,Virginia,6,REPUBLICAN,225471,338409,virginia_6
2016,Virginia,7,REPUBLICAN,218057,379163,virginia_7
2016,Virginia,8,DEMOCRAT,246653,360676,virginia_8
2016,Virginia,9,REPUBLICAN,212838,310314,virginia_9
2016,Virginia,10,REPUBLICAN,210791,400083,virginia_10
2016,Virginia,11,DEMOCRAT,247818,282003,virginia_11
2016,Washington,1,DEMOCRAT,193619,349398,washington_1
2016,Washington,2,DEMOCRAT,208314,325408,washington_2
2016,Washington,3,REPUBLICAN,193457,313277,washington_3
2016,Washington,4,REPUBLICAN,132517,229919,washington_4
2016,Washington,5,REPUBLICAN,192959,323534,washington_5
2016,Washington,6,DEMOCRAT,201718,327834,washington_6
2016,Washington,7,DEMOCRAT,212010,378754,washington_7
2016,Washington,8,REPUBLICAN,193145,320865,washington_8
2016,Washington,9,DEMOCRAT,205165,281482,washington_9
2016,Washington,10,DEMOCRAT,170460,290564,washington_10
2016,West Virginia,1,REPUBLICAN,163469,237003,west virginia_1
2016,West Virginia,2,REPUBLICAN,140807,242014,west virginia_2
2016,West Virginia,3,REPUBLICAN,140741,207332,west virginia_3
2016,Wisconsin,1,REPUBLICAN,230072,354245,wisconsin_1
2016,Wisconsin,2,DEMOCRAT,273537,398060,wisconsin_2
