,year,state,congressional_district,party,candidatevotes,totalvotes,state_district
1062,1980,Michigan,10,DEMOCRAT,126962,242252,michigan_10
1063,1980,Michigan,11,REPUBLICAN,146205,223139,michigan_11
1064,1980,Michigan,12,DEMOCRAT,112698,203647,michigan_12
1065,1980,Michigan,13,DEMOCRAT,79719,87090,michigan_13
1066,1980,Michigan,14,DEMOCRAT,90362,169666,michigan_14
1067,1980,Michigan,15,DEMOCRAT,113492,167795,michigan_15
1068,1980,Michigan,16,DEMOCRAT,105844,151465,michigan_16
1069,1980,Michigan,17,DEMOCRAT,127525,174528,michigan_17
1070,1980,Michigan,18,DEMOCRAT,135705,207977,michigan_18
1071,1980,Michigan,19,REPUBLICAN,168530,231894,michigan_19
1072,1980,Minnesota,1,REPUBLICAN,171099,238380,minnesota_1
1073,1980,Minnesota,2,REPUBLICAN,158082,260668,minnesota_2
1074,1980,Minnesota,3,REPUBLICAN,179393,237261,minnesota_3
1075,1980,Minnesota,4,DEMOCRAT,119182,203712,minnesota_4
1076,1980,Minnesota,5,DEMOCRAT,126451,180430,minnesota_5
1077,1980,Minnesota,6,REPUBLICAN,140402,266584,minnesota_6
1078,1980,Minnesota,7,REPUBLICAN,135084,259113,minnesota_7
1079,1980,Minnesota,8,DEMOCRAT,182228,258765,minnesota_8
1080,1980,Mississippi,1,DEMOCRAT,104269,165561,mississippi_1
1081,1980,Mississippi,2,DEMOCRAT,96750,139050,mississippi_2
1082,1980,Mississippi,3,DEMOCRAT,128035,128035,mississippi_3
1083,1980,Mississippi,4,REPUBLICAN,69321,177896,mississippi_4
1084,1980,Mississippi,5,REPUBLICAN,131559,177975,mississippi_5
1085,1980,Missouri,1,DEMOCRAT,91272,129939,missouri_1
1086,1980,Missouri,2,DEMOCRAT,148227,229989,missouri_2
1087,1980,Missouri,3,DEMOCRAT,143132,184409,missouri_3
1088,1980,Missouri,4,DEMOCRAT,151459,223328,missouri_4
1089,1980,Missouri,5,DEMOCRAT,110957,158266,missouri_5
1090,1980,Missouri,6,REPUBLICAN,149281,211329,missouri_6
1091,1980,Missouri,7,REPUBLICAN,161668,238512,missouri_7
1092,1980,Missouri,8,REPUBLICAN,127675,223426,missouri_8
1093,1980,Missouri,9,DEMOCRAT,135905,240740,missouri_9
1094,1980,Missouri,10,REPUBLICAN,116167,210632,missouri_10
1095,1980,Montana,1,DEMOCRAT,112866,183740,montana_1
1096,1980,Montana,2,REPUBLICAN,91431,154801,montana_2
1097,1980,Nebraska,1,REPUBLICAN,160705,204341,nebraska_1
1098,1980,Nebraska,2,REPUBLICAN,107736,203050,nebraska_2
1099,1980,Nebraska,3,REPUBLICAN,182887,217870,nebraska_3
1100,1980,Nevada,0,DEMOCRAT,165107,236029,nevada_0
1101,1980,New Hampshire,1,DEMOCRAT,114061,187646,new hampshire_1
1102,1980,New Hampshire,2,REPUBLICAN,113304,176679,new hampshire_2
1103,1980,New Jersey,1,DEMOCRAT,147352,192081,new jersey_1
1104,1980,New Jersey,2,DEMOCRAT,135437,235710,new jersey_2
1105,1980,New Jersey,3,DEMOCRAT,106269,212830,new jersey_3
1106,1980,New Jersey,4,REPUBLICAN,95447,168504,new jersey_4
1107,1980,New Jersey,5,REPUBLICAN,156016,201299,new jersey_5
1108,1980,New Jersey,6,REPUBLICAN,125792,223254,new jersey_6
1109,1980,New Jersey,7,REPUBLICAN,108760,214343,new jersey_7
1110,1980,New Jersey,8,DEMOCRAT,95493,142201,new jersey_8
1111,1980,New Jersey,9,REPUBLICAN,116128,196504,new jersey_9
1112,1980,New Jersey,10,DEMOCRAT,76154,89245,new jersey_10
1113,1980,New Jersey,11,DEMOCRAT,106155,168524,new jersey_11
1114,1980,New Jersey,12,REPUBLICAN,134973,175026,new jersey_12
1115,1980,New Jersey,13,REPUBLICAN,152862,213373,new jersey_13
1116,1980,New Jersey,14,DEMOCRAT,86921,135420,new jersey_14
1117,1980,New Jersey,15,DEMOCRAT,92457,173071,new jersey_15
1118,1980,New Mexico,1,REPUBLICAN,125910,246813,new mexico_1
1119,1980,New Mexico,2,REPUBLICAN,61564,161992,new mexico_2
1120,1980,New York,1,REPUBLICAN,91647,204486,new york_1
1121,1980,New York,2,DEMOCRAT,84035,149141,new york_2
1122,1980,New York,3,DEMOCRAT,75389,175657,new york_3
1123,1980,New York,4,REPUBLICAN,97064,175725,new york_4
1124,1980,New York,5,REPUBLICAN,88945,182368,new york_5
1125,1980,New York,6,DEMOCRAT,74319,169971,new york_6
1126,1980,New York,7,DEMOCRAT,73785,100840,new york_7
1127,1980,New York,8,DEMOCRAT,79150,111429,new york_8
1128,1980,New York,9,DEMOCRAT,63796,109360,new york_9
1129,1980,New York,10,DEMOCRAT,57804,100918,new york_10
1130,1980,New York,11,DEMOCRAT,69922,98222,new york_11
1131,1980,New York,12,DEMOCRAT,34611,40689,new york_12
1132,1980,New York,13,DEMOCRAT,77704,103156,new york_13
1133,1980,New York,14,DEMOCRAT,42929,59162,new york_14
1134,1980,New York,15,DEMOCRAT,49684,98976,new york_15
1135,1980,New York,16,DEMOCRAT,64536,86926,new york_16
1136,1980,New York,17,REPUBLICAN,57810,145645,new york_17
1137,1980,New York,18,REPUBLICAN,87286,161200,new york_18
1138,1980,New York,19,DEMOCRAT,72995,87376,new york_19
1139,1980,New York,20,DEMOCRAT,79356,104929,new york_20
1140,1980,New York,21,DEMOCRAT,29731,32758,new york_21
1141,1980,New York,22,DEMOCRAT,63178,79015,new york_22
1142,1980,New York,23,DEMOCRAT,85749,152520,new york_23
1143,1980,New York,24,DEMOCRAT,100182,168553,new york_24
1144,1980,New York,25,REPUBLICAN,136619,196305,new york_25
1145,1980,New York,26,REPUBLICAN,137159,184692,new york_26
1146,1980,New York,27,DEMOCRAT,103863,188678,new york_27
1147,1980,New York,28,DEMOCRAT,164088,210655,new york_28
1148,1980,New York,29,REPUBLICAN,124156,212328,new york_29
1149,1980,New York,30,REPUBLICAN,101496,173889,new york_30
1150,1980,New York,31,REPUBLICAN,128397,175565,new york_31
1151,1980,New York,32,REPUBLICAN,98498,178957,new york_32
1152,1980,New York,33,REPUBLICAN,119489,175271,new york_33
1153,1980,New York,34,REPUBLICAN,133278,182795,new york_34
1154,1980,New York,35,REPUBLICAN,127623,176774,new york_35
1155,1980,New York,36,DEMOCRAT,115334,171357,new york_36
1156,1980,New York,37,DEMOCRAT,90119,114337,new york_37
1157,1980,New York,38,REPUBLICAN,141763,205309,new york_38
1158,1980,New York,39,DEMOCRAT,93839,171432,new york_39
1159,1980,North Carolina,1,DEMOCRAT,108738,108738,north carolina_1
1160,1980,North Carolina,2,DEMOCRAT,99297,135243,north carolina_2
1161,1980,North Carolina,3,DEMOCRAT,84862,124255,north carolina_3
1162,1980,North Carolina,4,DEMOCRAT,97167,184631,north carolina_4
1163,1980,North Carolina,5,DEMOCRAT,99117,194338,north carolina_5
1164,1980,North Carolina,6,REPUBLICAN,80275,157232,north carolina_6
1165,1980,North Carolina,7,DEMOCRAT,88564,128834,north carolina_7
1166,1980,North Carolina,8,DEMOCRAT,95013,162330,north carolina_8
1167,1980,North Carolina,9,REPUBLICAN,101156,172660,north carolina_9
1168,1980,North Carolina,10,REPUBLICAN,120777,173262,north carolina_10
1169,1980,North Carolina,11,REPUBLICAN,104485,195274,north carolina_11
1170,1980,North Dakota,0,DEMOCRAT,166437,293076,north dakota_0
1171,1980,Ohio,1,REPUBLICAN,124080,166180,ohio_1
1172,1980,Ohio,2,DEMOCRAT,103423,176116,ohio_2
1173,1980,Ohio,3,DEMOCRAT,95558,166869,ohio_3
1174,1980,Ohio,4,REPUBLICAN,133795,184945,ohio_4
1175,1980,Ohio,5,REPUBLICAN,137003,194707,ohio_5
1176,1980,Ohio,6,REPUBLICAN,101288,185523,ohio_6
1177,1980,Ohio,7,REPUBLICAN,124137,163089,ohio_7
1178,1980,Ohio,8,REPUBLICAN,139590,183752,ohio_8
1179,1980,Ohio,9,REPUBLICAN,96927,172423,ohio_9
1180,1980,Ohio,10,REPUBLICAN,143403,192836,ohio_10
1181,1980,Ohio,11,REPUBLICAN,128507,185473,ohio_11
1182,1980,Ohio,12,DEMOCRAT,108690,206804,ohio_12
1183,1980,Ohio,13,DEMOCRAT,113439,177735,ohio_13
1184,1980,Ohio,14,DEMOCRAT,103336,159298,ohio_14
1185,1980,Ohio,15,REPUBLICAN,129025,177733,ohio_15
1186,1980,Ohio,16,REPUBLICAN,149960,189179,ohio_16
1187,1980,Ohio,17,REPUBLICAN,128870,176770,ohio_17
1188,1980,Ohio,18,DEMOCRAT,134835,177189,ohio_18
1189,1980,Ohio,19,REPUBLICAN,107032,184304,ohio_19
1190,1980,Ohio,20,DEMOCRAT,96217,96217,ohio_20
1191,1980,Ohio,21,DEMOCRAT,83188,94291,ohio_21
1192,1980,Ohio,22,DEMOCRAT,108137,195869,ohio_22
1193,1980,Ohio,23,DEMOCRAT,144371,144377,ohio_23
1194,1980,Oklahoma,1,DEMOCRAT,115381,197674,oklahoma_1
1195,1980,Oklahoma,2,DEMOCRAT,101516,188060,oklahoma_2
1196,1980,Oklahoma,3,DEMOCRAT,1,1,oklahoma_3
1197,1980,Oklahoma,4,DEMOCRAT,74245,145584,oklahoma_4
1198,1980,Oklahoma,5,REPUBLICAN,90053,131590,oklahoma_5
1199,1980,Oklahoma,6,DEMOCRAT,111694,172674,oklahoma_6
1200,1980,Oregon,1,DEMOCRAT,203532,308635,oregon_1
1201,1980,Oregon,2,REPUBLICAN,141854,290748,oregon_2
1202,1980,Oregon,3,DEMOCRAT,156371,217423,oregon_3
1203,1980,Oregon,4,DEMOCRAT,158745,289634,oregon_4
1204,1980,Pennsylvania,1,FOGLIETTA (DEMOCRAT),58737,155451,pennsylvania_1
1205,1980,Pennsylvania,2,DEMOCRAT,127106,131828,pennsylvania_2
1206,1980,Pennsylvania,3,DEMOCRAT,67942,124608,pennsylvania_3
1207,1980,Pennsylvania,4,REPUBLICAN,127475,201370,pennsylvania_4
1208,1980,Pennsylvania,5,REPUBLICAN,148898,198235,pennsylvania_5
1209,1980,Pennsylvania,6,DEMOCRAT,117965,175809,pennsylvania_6
1210,1980,Pennsylvania,7,DEMOCRAT,99381,187024,pennsylvania_7
1211,1980,Pennsylvania,8,REPUBLICAN,103585,204345,pennsylvania_8
1212,1980,Pennsylvania,9,REPUBLICAN,157241,157241,pennsylvania_9
1213,1980,Pennsylvania,10,REPUBLICAN,145703,190319,pennsylvania_10
1214,1980,Pennsylvania,11,REPUBLICAN,93621,180324,pennsylvania_11
1215,1980,Pennsylvania,12,DEMOCRAT,106750,179749,pennsylvania_12
1216,1980,Pennsylvania,13,REPUBLICAN,138212,197584,pennsylvania_13
1217,1980,Pennsylvania,14,DEMOCRAT,102545,149624,pennsylvania_14
1218,1980,Pennsylvania,15,REPUBLICAN,99874,167725,pennsylvania_15
1219,1980,Pennsylvania,16,REPUBLICAN,129765,168656,pennsylvania_16
1220,1980,Pennsylvania,17,DEMOCRAT,97995,161785,pennsylvania_17
1221,1980,Pennsylvania,18,DEMOCRAT,127641,186462,pennsylvania_18
1222,1980,Pennsylvania,19,REPUBLICAN,136873,180002,pennsylvania_19
1223,1980,Pennsylvania,20,DEMOCRAT,122100,168413,pennsylvania_20
1224,1980,Pennsylvania,21,DEMOCRAT,112427,164248,pennsylvania_21
1225,1980,Pennsylvania,22,DEMOCRAT,118084,169768,pennsylvania_22
1226,1980,Pennsylvania,23,REPUBLICAN,122855,167046,pennsylvania_23
1227,1980,Pennsylvania,24,REPUBLICAN,86687,174555,pennsylvania_24
1228,1980,Pennsylvania,25,DEMOCRAT,119817,178585,pennsylvania_25
1229,1980,Rhode Island,1,DEMOCRAT,120756,178600,rhode island_1
1230,1980,Rhode Island,2,REPUBLICAN,115057,208027,rhode island_2
1231,1980,South Carolina,1,REPUBLICAN,81988,158731,south carolina_1
1232,1980,South Carolina,2,REPUBLICAN,92306,165659,south carolina_2
1233,1980,South Carolina,3,DEMOCRAT,87680,146638,south carolina_3
1234,1980,South Carolina,4,REPUBLICAN,90941,97925,south carolina_4
1235,1980,South Carolina,5,DEMOCRAT,99773,114025,south carolina_5
1236,1980,South Carolina,6,REPUBLICAN,75964,146711,south carolina_6
1237,1980,South Dakota,1,DEMOCRAT,109910,167065,south dakota_1
1238,1980,South Dakota,2,REPUBLICAN,88991,152438,south dakota_2
1239,1980,Tennessee,1,REPUBLICAN,130296,151129,tennessee_1
1240,1980,Tennessee,2,REPUBLICAN,147947,194527,tennessee_2
1241,1980,Tennessee,3,DEMOCRAT,117355,192156,tennessee_3
1242,1980,Tennessee,4,DEMOCRAT,137612,173570,tennessee_4
1243,1980,Tennessee,5,DEMOCRAT,118506,181262,tennessee_5
1244,1980,Tennessee,6,REPUBLICAN,127945,128511,tennessee_6
1245,1980,Tennessee,7,DEMOCRAT,133606,172835,tennessee_7
1246,1980,Tennessee,8,DEMOCRAT,110139,110207,tennessee_8
1247,1980,Texas,1,DEMOCRAT,137665,137665,texas_1
1248,1980,Texas,2,DEMOCRAT,142496,205768,texas_2
1249,1980,Texas,3,REPUBLICAN,218228,275234,texas_3
1250,1980,Texas,4,DEMOCRAT,102787,196702,texas_4
1251,1980,Texas,5,DEMOCRAT,70892,139035,texas_5
1252,1980,Texas,6,DEMOCRAT,144816,204319,texas_6
1253,1980,Texas,7,REPUBLICAN,242810,295684,texas_7
1254,1980,Texas,8,REPUBLICAN,72856,140777,texas_8
1255,1980,Texas,9,DEMOCRAT,103225,103574,texas_9
1256,1980,Texas,10,DEMOCRAT,135618,229424,texas_10
1257,1980,Texas,11,DEMOCRAT,128520,128520,texas_11
1258,1980,Texas,12,DEMOCRAT,99104,165390,texas_12
1259,1980,Texas,13,DEMOCRAT,98779,179598,texas_13
1260,1980,Texas,14,DEMOCRAT,93884,165379,texas_14
1261,1980,Texas,15,DEMOCRAT,105325,150415,texas_15
1262,1980,Texas,16,DEMOCRAT,104734,123744,texas_16
1263,1980,Texas,17,DEMOCRAT,130465,130465,texas_17
1264,1980,Texas,18,DEMOCRAT,71985,90096,texas_18
1265,1980,Texas,19,DEMOCRAT,126632,135424,texas_19
1266,1980,Texas,20,DEMOCRAT,84113,102685,texas_20
1267,1980,Texas,21,REPUBLICAN,196424,256744,texas_21
1268,1980,Texas,22,REPUBLICAN,106797,209251,texas_22
1269,1980,Texas,23,DEMOCRAT,104595,149780,texas_23
1270,1980,Texas,24,DEMOCRAT,93690,152862,texas_24
1271,1980,Utah,1,REPUBLICAN,157111,301570,utah_1
1272,1980,Utah,2,REPUBLICAN,194885,290765,utah_2
1273,1980,Vermont,0,REPUBLICAN,154274,194697,vermont_0
1274,1980,Virginia,1,REPUBLICAN,130130,143839,virginia_1
1275,1980,Virginia,2,REPUBLICAN,97319,108328,virginia_2
1276,1980,Virginia,3,REPUBLICAN,96524,186912,virginia_3
1277,1980,Virginia,4,REPUBLICAN,92557,152494,virginia_4
1278,1980,Virginia,5,DEMOCRAT,112143,112218,virginia_5
1279,1980,Virginia,6,REPUBLICAN,123125,124143,virginia_6
1280,1980,Virginia,7,REPUBLICAN,139957,140396,virginia_7
1281,1980,Virginia,8,REPUBLICAN,95624,195897,virginia_8
1282,1980,Virginia,9,REPUBLICAN,119196,171864,virginia_9
1283,1980,Virginia,10,REPUBLICAN,110840,216744,virginia_10
1284,1980,Washington,1,REPUBLICAN,180475,230534,washington_1
1285,1980,Washington,2,DEMOCRAT,162002,253688,washington_2
1286,1980,Washington,3,DEMOCRAT,155906,248778,washington_3
1287,1980,Washington,4,REPUBLICAN,134691,234805,washington_4
1288,1980,Washington,5,DEMOCRAT,120530,232235,washington_5
1289,1980,Washington,6,DEMOCRAT,122903,229139,washington_6
1290,1980,Washington,7,DEMOCRAT,112848,197066,washington_7
1291,1980,West Virginia,1,DEMOCRAT,107471,168909,west virginia_1
1292,1980,West Virginia,2,REPUBLICAN,102805,183745,west virginia_2
1293,1980,West Virginia,3,REPUBLICAN,94583,179563,west virginia_3
1294,1980,West Virginia,4,DEMOCRAT,117595,153615,west virginia_4
1295,1980,Wisconsin,1,DEMOCRAT,126222,224442,wisconsin_1
1296,1980,Wisconsin,2,DEMOCRAT,142037,263138,wisconsin_2
1297,1980,Wisconsin,3,REPUBLICAN,132001,258868,wisconsin_3
1298,1980,Wisconsin,4,DEMOCRAT,146437,209139,wisconsin_4
1299,1980,Wisconsin,5,DEMOCRAT,129574,168218,wisconsin_5
1300,1980,Wisconsin,6,REPUBLICAN,143980,242611,wisconsin_6
1301,1980,Wisconsin,7,DEMOCRAT,164340,254107,wisconsin_7
1302,1980,Wisconsin,8,REPUBLICAN,169664,250726,wisconsin_8
1303,1980,Wisconsin,9,REPUBLICAN,206227,263079,wisconsin_9
1304,1980,Wyoming,0,REPUBLICAN,116361,169699,wyoming_0
1305,1982,Alabama,1,REPUBLICAN,87901,144028,alabama_1
1306,1982,Alabama,2,REPUBLICAN,83290,165194,alabama_2
1307,1982,Alabama,3,DEMOCRAT,100864,104784,alabama_3
1308,1982,Alabama,4,DEMOCRAT,118595,118607,alabama_4
1309,1982,Alabama,5,DEMOCRAT,108807,134880,alabama_5
1310,1982,Alabama,6,DEMOCRAT,88029,165387,alabama_6
1311,1982,Alabama,7,DEMOCRAT,124070,128139,alabama_7
1312,1982,Alaska,0,REPUBLICAN,128274,181084,alaska_0
1313,1982,Arizona,1,REPUBLICAN,89116,135227,arizona_1
1314,1982,Arizona,2,DEMOCRAT,73468,103674,arizona_2
1315,1982,Arizona,3,REPUBLICAN,101198,159842,arizona_3
1316,1982,Arizona,4,REPUBLICAN,95620,145466,arizona_4
1317,1982,Arizona,5,DEMOCRAT,82938,166802,arizona_5
1318,1982,Arkansas,1,DEMOCRAT,124208,191635,arkansas_1
1319,1982,Arkansas,2,REPUBLICAN,96775,179688,arkansas_2
1320,1982,Arkansas,3,REPUBLICAN,133909,202998,arkansas_3
1321,1982,Arkansas,4,DEMOCRAT,121256,184917,arkansas_4
1322,1982,California,1,DEMOCRAT,107749,216166,california_1
1323,1982,California,2,REPUBLICAN,116172,200612,california_2
1324,1982,California,3,DEMOCRAT,194680,217196,california_3
1325,1982,California,4,DEMOCRAT,118476,185523,california_4
1326,1982,California,5,DEMOCRAT,103268,178311,california_5
1327,1982,California,6,DEMOCRAT,96379,184064,california_6
1328,1982,California,7,DEMOCRAT,126952,188869,california_7
1329,1982,California,8,DEMOCRAT,121537,217231,california_8
1330,1982,California,9,DEMOCRAT,104393,172095,california_9
1331,1982,California,10,DEMOCRAT,77263,123281,california_10
1332,1982,California,11,DEMOCRAT,109812,192372,california_11
1333,1982,California,12,REPUBLICAN,115365,183208,california_12
1334,1982,California,13,DEMOCRAT,110805,168164,california_13
1335,1982,California,14,REPUBLICAN,134225,211625,california_14
1336,1982,California,15,DEMOCRAT,86022,135043,california_15
1337,1982,California,16,DEMOCRAT,142630,167078,california_16
1338,1982,California,17,REPUBLICAN,80271,148635,california_17
1339,1982,California,18,DEMOCRAT,92762,155927,california_18
1340,1982,California,19,REPUBLICAN,112486,184246,california_19
1341,1982,California,20,REPUBLICAN,123312,181081,california_20
1342,1982,California,21,REPUBLICAN,138474,192767,california_21
1343,1982,California,22,REPUBLICAN,145831,198222,california_22
1344,1982,California,23,DEMOCRAT,120788,202819,california_23
1345,1982,California,24,DEMOCRAT,88516,136069,california_24
1346,1982,California,25,DEMOCRAT,71106,83166,california_25
1347,1982,California,26,DEMOCRAT,97383,163455,california_26
1348,1982,California,27,DEMOCRAT,108347,182217,california_27
1349,1982,California,28,DEMOCRAT,103469,131152,california_28
1350,1982,California,29,DEMOCRAT,97028,121596,california_29
1351,1982,California,30,DEMOCRAT,60905,113082,california_30
1352,1982,California,31,DEMOCRAT,86718,119761,california_31
1353,1982,California,32,DEMOCRAT,84663,145999,california_32
1354,1982,California,33,REPUBLICAN,112362,172350,california_33
1355,1982,California,34,DEMOCRAT,68316,119342,california_34
1356,1982,California,35,REPUBLICAN,112786,165135,california_35
1357,1982,California,36,DEMOCRAT,76546,140907,california_36
1358,1982,California,37,REPUBLICAN,105065,177872,california_37
1359,1982,California,38,DEMOCRAT,73914,141182,california_38
1360,1982,California,39,REPUBLICAN,129539,179372,california_39
1361,1982,California,40,REPUBLICAN,144228,201600,california_40
1362,1982,California,41,REPUBLICAN,140130,203461,california_41
1363,1982,California,42,REPUBLICAN,142845,207049,california_42
1364,1982,California,43,REPUBLICAN,66444,180736,california_43
1365,1982,California,44,DEMOCRAT,78474,120825,california_44
1366,1982,California,45,REPUBLICAN,117771,171758,california_45
1367,1982,Colorado,1,DEMOCRAT,94969,157597,colorado_1
1368,1982,Colorado,2,DEMOCRAT,101194,163636,colorado_2
1369,1982,Colorado,3,DEMOCRAT,92384,172888,colorado_3
1370,1982,Colorado,4,REPUBLICAN,105550,151300,colorado_4
1371,1982,Colorado,5,REPUBLICAN,84479,141871,colorado_5
1372,1982,Colorado,6,REPUBLICAN,98909,159112,colorado_6
1373,1982,Connecticut,1,DEMOCRAT,126798,186110,connecticut_1
1374,1982,Connecticut,2,DEMOCRAT,95254,170803,connecticut_2
1375,1982,Connecticut,3,DEMOCRAT,90638,181449,connecticut_3
1376,1982,Connecticut,4,REPUBLICAN,93660,165897,connecticut_4
1377,1982,Connecticut,5,DEMOCRAT,101362,173373,connecticut_5
1378,1982,Connecticut,6,REPUBLICAN,99703,192972,connecticut_6
1379,1982,Delaware,0,DEMOCRAT,98533,188064,delaware_0
1380,1982,Florida,1,DEMOCRAT,82569,110942,florida_1
1381,1982,Florida,2,DEMOCRAT,79143,128244,florida_2
1382,1982,Florida,3,DEMOCRAT,73802,87774,florida_3
1383,1982,Florida,4,DEMOCRAT,83895,125352,florida_4
1384,1982,Florida,5,REPUBLICAN,69993,119063,florida_5
1385,1982,Florida,6,DEMOCRAT,85825,139897,florida_6
1386,1982,Florida,7,DEMOCRAT,85331,114963,florida_7
1387,1982,Florida,8,REPUBLICAN,1,1,florida_8
1388,1982,Florida,9,REPUBLICAN,95009,185742,florida_9
1389,1982,Florida,10,DEMOCRAT,1,1,florida_10
1390,1982,Florida,11,DEMOCRAT,101746,144168,florida_11
1391,1982,Florida,12,REPUBLICAN,81893,155806,florida_12
1392,1982,Florida,13,REPUBLICAN,132951,204190,florida_13
1393,1982,Florida,14,DEMOCRAT,128646,176206,florida_14
1394,1982,Florida,15,REPUBLICAN,89158,156241,florida_15
1395,1982,Florida,16,DEMOCRAT,91888,135346,florida_16
1396,1982,Florida,17,DEMOCRAT,1,1,florida_17
1397,1982,Florida,18,DEMOCRAT,72183,101379,florida_18
1398,1982,Florida,19,DEMOCRAT,74312,126281,florida_19
1399,1982,Georgia,1,DEMOCRAT,65625,102425,georgia_1
1400,1982,Georgia,2,DEMOCRAT,73897,73905,georgia_2
1401,1982,Georgia,3,DEMOCRAT,74626,105171,georgia_3
1402,1982,Georgia,4,DEMOCRAT,38758,59184,georgia_4
1403,1982,Georgia,5,DEMOCRAT,53264,65955,georgia_5
1404,1982,Georgia,6,REPUBLICAN,62352,112812,georgia_6
1405,1982,Georgia,7,DEMOCRAT,71647,117224,georgia_7
1406,1982,Georgia,8,DEMOCRAT,75009,75035,georgia_8
1407,1982,Georgia,9,DEMOCRAT,86514,112422,georgia_9
1408,1982,Georgia,10,DEMOCRAT,80311,80323,georgia_10
1409,1982,Hawaii,1,DEMOCRAT,134779,149907,hawaii_1
1410,1982,Hawaii,2,DEMOCRAT,132072,148008,hawaii_2
1411,1982,Idaho,1,REPUBLICAN,86277,160665,idaho_1
1412,1982,Idaho,2,REPUBLICAN,83873,160481,idaho_2
1413,1982,Illinois,1,DEMOCRAT,172641,177462,illinois_1
1414,1982,Illinois,2,DEMOCRAT,140827,161794,illinois_2
1415,1982,Illinois,3,DEMOCRAT,137391,185659,illinois_3
1416,1982,Illinois,4,REPUBLICAN,79842,146172,illinois_4
1417,1982,Illinois,5,DEMOCRAT,110351,146322,illinois_5
1418,1982,Illinois,6,REPUBLICAN,97918,143168,illinois_6
1419,1982,Illinois,7,DEMOCRAT,133978,154974,illinois_7
1420,1982,Illinois,8,DEMOCRAT,124318,148985,illinois_8
1421,1982,Illinois,9,DEMOCRAT,114083,171529,illinois_9
1422,1982,Illinois,10,REPUBLICAN,90750,153868,illinois_10
1423,1982,Illinois,11,DEMOCRAT,134755,185722,illinois_11
1424,1982,Illinois,12,REPUBLICAN,86487,130701,illinois_12
1425,1982,Illinois,13,REPUBLICAN,113423,162530,illinois_13
1426,1982,Illinois,14,REPUBLICAN,98262,152180,illinois_14
1427,1982,Illinois,15,REPUBLICAN,105038,158344,illinois_15
1428,1982,Illinois,16,REPUBLICAN,89405,156287,illinois_16
1429,1982,Illinois,17,DEMOCRAT,94483,178887,illinois_17
1430,1982,Illinois,18,REPUBLICAN,97406,188694,illinois_18
1431,1982,Illinois,19,REPUBLICAN,94833,182064,illinois_19
1432,1982,Illinois,20,DEMOCRAT,100758,200109,illinois_20
1433,1982,Illinois,21,DEMOCRAT,89500,140608,illinois_21
1434,1982,Illinois,22,DEMOCRAT,123693,186972,illinois_22
1435,1982,Indiana,1,DEMOCRAT,87369,155096,indiana_1
1436,1982,Indiana,2,DEMOCRAT,107298,190891,indiana_2
1437,1982,Indiana,3,REPUBLICAN,86958,170004,indiana_3
1438,1982,Indiana,4,REPUBLICAN,110115,171198,indiana_4
1439,1982,Indiana,5,REPUBLICAN,105469,172707,indiana_5
1440,1982,Indiana,6,REPUBLICAN,131100,201864,indiana_6
1441,1982,Indiana,7,REPUBLICAN,115884,186133,indiana_7
1442,1982,Indiana,8,DEMOCRAT,100592,195725,indiana_8
1443,1982,Indiana,9,DEMOCRAT,121094,180539,indiana_9
1444,1982,Indiana,10,DEMOCRAT,114674,171863,indiana_10
1445,1982,Iowa,1,REPUBLICAN,89595,151342,iowa_1
1446,1982,Iowa,2,REPUBLICAN,99478,169037,iowa_2
1447,1982,Iowa,3,REPUBLICAN,104072,187675,iowa_3
1448,1982,Iowa,4,DEMOCRAT,118849,179972,iowa_4
1449,1982,Iowa,5,DEMOCRAT,93333,158563,iowa_5
1450,1982,Iowa,6,DEMOCRAT,101690,158184,iowa_6
1451,1982,Kansas,1,REPUBLICAN,115749,169133,kansas_1
1452,1982,Kansas,2,DEMOCRAT,86286,150228,kansas_2
1453,1982,Kansas,3,REPUBLICAN,82117,138696,kansas_3
1454,1982,Kansas,4,DEMOCRAT,107326,145167,kansas_4
1455,1982,Kansas,5,REPUBLICAN,103551,153121,kansas_5
1456,1982,Kentucky,1,DEMOCRAT,48342,48355,kentucky_1
1457,1982,Kentucky,2,DEMOCRAT,49571,67138,kentucky_2
1458,1982,Kentucky,3,DEMOCRAT,92849,142597,kentucky_3
1459,1982,Kentucky,4,REPUBLICAN,74109,136750,kentucky_4
1460,1982,Kentucky,5,REPUBLICAN,52928,81217,kentucky_5
1461,1982,Kentucky,6,REPUBLICAN,68418,120360,kentucky_6
1462,1982,Kentucky,7,DEMOCRAT,82463,103899,kentucky_7
1463,1982,Louisiana,1,REPUBLICAN,1,1,louisiana_1
1464,1982,Louisiana,2,DEMOCRAT,1,1,louisiana_2
1465,1982,Louisiana,3,DEMOCRAT,1,1,louisiana_3
1466,1982,Louisiana,4,DEMOCRAT,1,1,louisiana_4
1467,1982,Louisiana,5,DEMOCRAT,1,1,louisiana_5
1468,1982,Louisiana,6,REPUBLICAN,1,1,louisiana_6
1469,1982,Louisiana,7,DEMOCRAT,1,1,louisiana_7
1470,1982,Louisiana,8,DEMOCRAT,1,1,louisiana_8
1471,1982,Maine,1,REPUBLICAN,124850,247965,maine_1
1472,1982,Maine,2,REPUBLICAN,136075,204176,maine_2
1473,1982,Maryland,1,DEMOCRAT,89503,129159,maryland_1
